YYYY,State,COUNTY,SubstanceName,DrugReports
2010,PA,ERIE,Oxymorphone,3
2010,VA,ESSEX,Hydrocodone,1
2010,KY,ESTILL,Buprenorphine,1
2010,KY,ESTILL,Hydrocodone,6
2010,VA,ACCOMACK,Hydrocodone,6
2010,OH,ADAMS,Buprenorphine,6
2010,OH,ADAMS,Heroin,50
2010,OH,ADAMS,Tramadol,1
2010,PA,ADAMS,Oxycodone,29
2010,VA,ALEXANDRIA CITY,Oxycodone,5
2010,VA,AMELIA,Fentanyl,1
2010,VA,AMELIA,Oxycodone,1
2010,VA,AMHERST,Heroin,7
2010,VA,AMHERST,Propoxyphene,2
2010,KY,ANDERSON,Methadone,2
2010,VA,ARLINGTON,Oxycodone,38
2010,VA,ARLINGTON,Tramadol,4
2010,OH,ASHLAND,Heroin,82
2010,OH,ASHLAND,Methadone,2
2010,OH,ASHTABULA,Codeine,3
2010,OH,ASHTABULA,Morphine,3
2010,OH,ATHENS,Oxycodone,122
2010,OH,ATHENS,Oxymorphone,3
2010,OH,AUGLAIZE,Oxycodone,6
2010,VA,AUGUSTA,Hydromorphone,2
2010,VA,AUGUSTA,Methadone,3
2010,KY,BARREN,Buprenorphine,2
2010,KY,BARREN,Hydrocodone,37
2010,KY,BARREN,Meperidine,1
2010,KY,BELL,Fentanyl,1
2010,KY,BELL,Heroin,2
2010,KY,BELL,Propoxyphene,1
2010,WV,BERKELEY,Buprenorphine,7
2010,WV,BERKELEY,Dextropropoxyphene,1
2010,PA,BERKS,Buprenorphine,6
2010,PA,BLAIR,Codeine,1
2010,VA,BLAND,Oxymorphone,1
2010,KY,BOONE,Methadone,6
2010,WV,BOONE,Oxymorphone,2
2010,VA,BOTETOURT,Methadone,1
2010,KY,BOURBON,Oxycodone,39
2010,KY,BOYD,Oxycodone,254
2010,KY,BOYD,Oxymorphone,1
2010,KY,BRACKEN,Heroin,1
2010,WV,BRAXTON,Buprenorphine,1
2010,VA,BRISTOL,Oxycodone,45
2010,VA,BRISTOL,Oxymorphone,1
2010,WV,BROOKE,Hydrocodone,3
2010,OH,BROWN,Oxycodone,35
2010,OH,BROWN,Oxymorphone,2
2010,VA,BUCHANAN,Hydromorphone,1
2010,VA,BUCKINGHAM,Oxycodone,9
2010,VA,BUENA VISTA CITY,Hydrocodone,2
2010,VA,BUENA VISTA CITY,Morphine,1
2010,KY,BUTLER,Oxycodone,1
2010,OH,BUTLER,Codeine,3
2010,OH,BUTLER,Morphine,15
2010,PA,BUTLER,Heroin,49
2010,PA,BUTLER,Methadone,1
2010,WV,CABELL,Hydrocodone,16
2010,PA,CAMBRIA,Heroin,57
2010,PA,CAMBRIA,Methadone,10
2010,KY,CAMPBELL,Methadone,17
2010,PA,CARBON,Oxycodone,3
2010,KY,CARLISLE,Fentanyl,2
2010,KY,CARROLL,Oxycodone,29
2010,KY,CARROLL,Oxymorphone,1
2010,KY,CARTER,Oxycodone,210
2010,KY,CASEY,Buprenorphine,7
2010,OH,CHAMPAIGN,Morphine,4
2010,VA,CHARLOTTESVILLE CITY,Morphine,1
2010,VA,CHESTERFIELD,Codeine,3
2010,PA,CLARION,Oxycodone,1
2010,PA,CLARION,Oxymorphone,1
2010,KY,CLARK,Hydrocodone,6
2010,OH,CLARK,Hydrocodone,3
2010,OH,CLARK,Oxycodone,3
2010,VA,CLARKE,Morphine,1
2010,WV,CLAY,Hydrocodone,9
2010,PA,CLEARFIELD,Hydrocodone,14
2010,KY,CLINTON,Hydrocodone,11
2010,VA,COLONIAL HEIGHTS CITY,Buprenorphine,1
2010,PA,COLUMBIA,Oxycodone,3
2010,OH,COSHOCTON,Hydrocodone,2
2010,OH,COSHOCTON,Morphine,4
2010,VA,CRAIG,Morphine,2
2010,OH,CRAWFORD,Buprenorphine,2
2010,PA,CRAWFORD,Hydrocodone,15
2010,PA,CRAWFORD,Oxycodone,14
2010,KY,CUMBERLAND,Oxycodone,4
2010,VA,CUMBERLAND,Methadone,1
2010,OH,CUYAHOGA,Fentanyl,1
2010,OH,CUYAHOGA,Heroin,462
2010,OH,CUYAHOGA,Propoxyphene,7
2010,VA,DANVILLE CITY,Methadone,8
2010,OH,DARKE,Buprenorphine,2
2010,OH,DARKE,Hydrocodone,2
2010,OH,DARKE,Propoxyphene,1
2010,PA,DAUPHIN,Buprenorphine,7
2010,PA,DAUPHIN,Hydrocodone,27
2010,KY,DAVIESS,Hydrocodone,27
2010,OH,DEFIANCE,Codeine,12
2010,PA,DELAWARE,Codeine,12
2010,PA,DELAWARE,Morphine,15
2010,PA,DELAWARE,Pethidine,1
2010,KY,ADAIR,Hydrocodone,6
2010,PA,ADAMS,Heroin,14
2010,VA,ALBEMARLE,Codeine,2
2010,VA,ALBEMARLE,Methadone,3
2010,VA,ALEXANDRIA CITY,Buprenorphine,1
2010,PA,ALLEGHENY,Buprenorphine,236
2010,OH,ALLEN,Heroin,43
2010,OH,ALLEN,Methadone,2
2010,VA,AMELIA,Hydromorphone,1
2010,VA,AMHERST,Hydrocodone,31
2010,VA,ARLINGTON,Buprenorphine,8
2010,PA,ARMSTRONG,Hydrocodone,3
2010,OH,ASHLAND,Hydrocodone,13
2010,OH,ASHLAND,Tramadol,8
2010,OH,ASHTABULA,Methadone,1
2010,OH,ATHENS,Buprenorphine,14
2010,KY,BALLARD,Hydrocodone,1
2010,KY,BATH,Hydromorphone,1
2010,PA,BEAVER,Heroin,87
2010,PA,BEAVER,Methadone,1
2010,KY,BELL,Morphine,4
2010,KY,BELL,Tramadol,4
2010,OH,BELMONT,Propoxyphene,2
2010,WV,BERKELEY,Oxymorphone,1
2010,PA,BERKS,Hydrocodone,13
2010,PA,BERKS,Oxycodone,26
2010,PA,BLAIR,Fentanyl,1
2010,PA,BLAIR,Heroin,103
2010,PA,BLAIR,Hydrocodone,17
2010,PA,BLAIR,Methadone,11
2010,KY,BOONE,Codeine,1
2010,KY,BOONE,Oxymorphone,3
2010,VA,BOTETOURT,Fentanyl,1
2010,VA,BOTETOURT,Morphine,10
2010,KY,BOURBON,Buprenorphine,2
2010,KY,BOYLE,Methadone,1
2010,WV,BRAXTON,Oxycodone,17
2010,KY,BREATHITT,Oxycodone,63
2010,KY,BRECKINRIDGE,Hydrocodone,10
2010,OH,BROWN,Buprenorphine,2
2010,OH,BROWN,Propoxyphene,1
2010,VA,BRUNSWICK,Fentanyl,1
2010,VA,BUCHANAN,Codeine,1
2010,VA,BUCHANAN,Methadone,12
2010,VA,BUCKINGHAM,Buprenorphine,1
2010,VA,BUCKINGHAM,Propoxyphene,2
2010,PA,BUCKS,Hydrocodone,63
2010,VA,BUENA VISTA CITY,Propoxyphene,1
2010,OH,BUTLER,Hydromorphone,2
2010,WV,CABELL,Heroin,23
2010,KY,CALDWELL,Hydrocodone,8
2010,PA,CAMBRIA,Fentanyl,1
2010,PA,CAMBRIA,Hydromorphone,2
2010,KY,CAMPBELL,Fentanyl,4
2010,KY,CAMPBELL,Morphine,5
2010,KY,CAMPBELL,Tramadol,5
2010,VA,CAMPBELL,Methadone,3
2010,PA,CARBON,Buprenorphine,3
2010,KY,CARLISLE,Morphine,2
2010,KY,CARROLL,Buprenorphine,4
2010,OH,CARROLL,Hydrocodone,8
2010,VA,CARROLL,Codeine,1
2010,KY,CASEY,Oxycodone,14
2010,PA,CENTRE,Fentanyl,2
2010,VA,CHESAPEAKE CITY,Heroin,119
2010,VA,CHESAPEAKE CITY,Propoxyphene,2
2010,PA,CHESTER,Methadone,9
2010,VA,CHESTERFIELD,Buprenorphine,10
2010,VA,CHESTERFIELD,Propoxyphene,1
2010,KY,CHRISTIAN,Hydrocodone,18
2010,KY,CHRISTIAN,Tramadol,1
2010,KY,CLARK,Buprenorphine,1
2010,OH,CLARK,Buprenorphine,1
2010,KY,CLAY,Methadone,2
2010,PA,CLEARFIELD,Heroin,29
2010,OH,CLERMONT,Hydrocodone,52
2010,KY,CLINTON,Buprenorphine,4
2010,PA,CLINTON,Heroin,8
2010,PA,CLINTON,Methadone,1
2010,VA,COLONIAL HEIGHTS CITY,Hydrocodone,13
2010,VA,COLONIAL HEIGHTS CITY,Tramadol,1
2010,OH,COLUMBIANA,Oxycodone,11
2010,OH,COLUMBIANA,Oxymorphone,2
2010,PA,CRAWFORD,Buprenorphine,3
2010,KY,CRITTENDEN,Oxycodone,2
2010,VA,CULPEPER,Heroin,18
2010,VA,CULPEPER,Methadone,14
2010,PA,CUMBERLAND,Buprenorphine,6
2010,VA,DANVILLE CITY,Morphine,4
2010,VA,DANVILLE CITY,Tramadol,3
2010,OH,DEFIANCE,Fentanyl,1
2010,OH,DEFIANCE,Morphine,15
2010,OH,DELAWARE,Buprenorphine,13
2010,OH,DELAWARE,Propoxyphene,4
2010,PA,DELAWARE,Fentanyl,3
2010,PA,DELAWARE,Hydromorphone,2
2010,PA,DELAWARE,Methadone,29
2010,WV,DODDRIDGE,Hydrocodone,6
2010,KY,ELLIOTT,Oxycodone,72
2010,OH,ERIE,Heroin,30
2010,OH,ADAMS,Codeine,3
2010,OH,ADAMS,Hydrocodone,59
2010,OH,ADAMS,Methadone,12
2010,PA,ADAMS,Hydromorphone,1
2010,VA,ALBEMARLE,Buprenorphine,1
2010,VA,ALEXANDRIA CITY,Hydrocodone,3
2010,VA,ALLEGHANY,Buprenorphine,1
2010,VA,ALLEGHANY,Morphine,5
2010,PA,ALLEGHENY,Dihydrocodeine,1
2010,PA,ALLEGHENY,Methorphan,2
2010,PA,ALLEGHENY,Oxymorphone,16
2010,KY,ALLEN,Hydrocodone,10
2010,KY,ALLEN,Methadone,4
2010,OH,ALLEN,Hydromorphone,15
2010,VA,ARLINGTON,Codeine,3
2010,VA,ARLINGTON,Hydrocodone,7
2010,OH,ASHLAND,Buprenorphine,12
2010,OH,ASHLAND,Morphine,6
2010,OH,ASHTABULA,Heroin,26
2010,OH,ASHTABULA,Propoxyphene,1
2010,OH,ATHENS,Hydrocodone,40
2010,OH,ATHENS,Methadone,9
2010,WV,BARBOUR,Buprenorphine,1
2010,PA,BEAVER,Buprenorphine,6
2010,PA,BEAVER,Morphine,1
2010,PA,BEDFORD,Heroin,34
2010,VA,BEDFORD,Oxycodone,6
2010,VA,BEDFORD CITY,Hydrocodone,1
2010,WV,BERKELEY,Methorphan,1
2010,PA,BLAIR,Buprenorphine,18
2010,PA,BLAIR,Morphine,14
2010,WV,BOONE,Oxycodone,22
2010,VA,BOTETOURT,Heroin,20
2010,KY,BOURBON,Methadone,2
2010,KY,BOYD,Buprenorphine,10
2010,KY,BOYD,Morphine,9
2010,KY,BOYD,Tramadol,2
2010,PA,BRADFORD,Heroin,33
2010,WV,BRAXTON,Morphine,7
2010,VA,BRISTOL,Hydromorphone,3
2010,OH,BROWN,Codeine,1
2010,OH,BROWN,Hydrocodone,21
2010,VA,BRUNSWICK,Heroin,4
2010,PA,BUCKS,Buprenorphine,120
2010,PA,BUCKS,Morphine,27
2010,OH,BUTLER,Oxycodone,127
2010,OH,BUTLER,Oxymorphone,12
2010,PA,BUTLER,Buprenorphine,12
2010,PA,BUTLER,Morphine,2
2010,WV,CABELL,Buprenorphine,3
2010,WV,CABELL,Morphine,8
2010,KY,CALDWELL,Morphine,2
2010,PA,CAMBRIA,Propoxyphene,3
2010,PA,CAMERON,Hydrocodone,1
2010,KY,CAMPBELL,Oxycodone,72
2010,KY,CAMPBELL,Oxymorphone,1
2010,KY,CARLISLE,Hydrocodone,2
2010,VA,CAROLINE,Heroin,5
2010,VA,CARROLL,Buprenorphine,6
2010,VA,CARROLL,Morphine,3
2010,KY,CARTER,Heroin,1
2010,PA,CENTRE,Oxycodone,23
2010,VA,CHARLOTTESVILLE CITY,Hydrocodone,4
2010,PA,CHESTER,Buprenorphine,11
2010,VA,CHESTERFIELD,Hydrocodone,39
2010,VA,CHESTERFIELD,Tramadol,3
2010,PA,CLARION,Hydrocodone,3
2010,KY,CLARK,Oxymorphone,1
2010,OH,CLARK,Heroin,26
2010,PA,CLEARFIELD,Tramadol,1
2010,OH,CLERMONT,Buprenorphine,19
2010,OH,CLERMONT,Morphine,4
2010,OH,CLINTON,Heroin,68
2010,VA,COLONIAL HEIGHTS CITY,Oxycodone,9
2010,PA,COLUMBIA,Hydrocodone,4
2010,OH,COLUMBIANA,Hydrocodone,9
2010,OH,CRAWFORD,Hydrocodone,6
2010,KY,CRITTENDEN,Methadone,2
2010,VA,CULPEPER,Hydromorphone,11
2010,OH,CUYAHOGA,Hydrocodone,81
2010,OH,CUYAHOGA,Methadone,13
2010,VA,DANVILLE CITY,Oxymorphone,1
2010,OH,DARKE,Oxycodone,1
2010,PA,DAUPHIN,Oxycodone,37
2010,PA,DAUPHIN,Oxymorphone,2
2010,KY,DAVIESS,Fentanyl,1
2010,OH,DEFIANCE,Oxycodone,31
2010,OH,DEFIANCE,Oxymorphone,2
2010,OH,DELAWARE,Opiates,2
2010,PA,DELAWARE,Oxycodone,337
2010,PA,DELAWARE,Oxymorphone,6
2010,PA,ELK,Heroin,2
2010,OH,ERIE,Morphine,1
2010,VA,FAIRFAX,Buprenorphine,21
2010,OH,FAIRFIELD,Hydromorphone,1
2010,OH,FAIRFIELD,Opiates,1
2010,VA,FALLS CHURCH CITY,Buprenorphine,1
2010,KY,FAYETTE,Codeine,5
2010,KY,FAYETTE,Heroin,32
2010,KY,FAYETTE,Methadone,23
2010,OH,ADAMS,Hydromorphone,4
2010,OH,ADAMS,Meperidine,1
2010,PA,ADAMS,Buprenorphine,2
2010,PA,ADAMS,Hydrocodone,1
2010,VA,ALEXANDRIA CITY,Hydromorphone,1
2010,VA,ALLEGHANY,Oxycodone,6
2010,PA,ALLEGHENY,Hydrocodone,198
2010,PA,ALLEGHENY,Tramadol,16
2010,OH,ALLEN,Buprenorphine,1
2010,OH,ALLEN,Codeine,2
2010,OH,ALLEN,Hydrocodone,20
2010,OH,ALLEN,Morphine,3
2010,VA,AMELIA,Buprenorphine,2
2010,VA,ARLINGTON,Hydromorphone,3
2010,PA,ARMSTRONG,Heroin,96
2010,PA,ARMSTRONG,Propoxyphene,1
2010,OH,ATHENS,Meperidine,2
2010,OH,AUGLAIZE,Morphine,7
2010,VA,AUGUSTA,Hydrocodone,13
2010,VA,AUGUSTA,Tramadol,2
2010,KY,BARREN,Tramadol,2
2010,VA,BATH,Hydrocodone,12
2010,PA,BEAVER,Oxycodone,16
2010,PA,BEAVER,Propoxyphene,1
2010,VA,BEDFORD,Hydrocodone,17
2010,VA,BEDFORD,Morphine,6
2010,VA,BEDFORD,Tramadol,4
2010,KY,BELL,Methadone,4
2010,OH,BELMONT,Fentanyl,2
2010,OH,BELMONT,Hydrocodone,10
2010,PA,BLAIR,Oxycodone,64
2010,PA,BLAIR,Oxymorphone,1
2010,VA,BLAND,Methadone,1
